Unique ID,Type,clean_text,label_list,label_count,3.1.1 - Maternal mortality ratio,3.1.2 - Proportion of births attended by skilled health personnel,3.2.1 - Under-5 mortality rate,3.2.2 - Neonatal mortality rate,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","3.3.2 - Tuberculosis incidence per 100,000 population","3.3.3 - Malaria incidence per 1,000 population","3.3.4 - Hepatitis B incidence per 100,000 population",3.3.5 - Number of people requiring interventions against neglected tropical diseases,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",3.4.2 - Suicide mortality rate,"3.5.1 - Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders","3.5.2 - Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol",3.6.1 - Death rate due to road traffic injuries,3.7.1 - Proportion of women of reproductive age (aged 15_49 years) who have their need for family planning satisfied with modern methods,"3.7.2 - Adolescent birth rate (aged 10_14 years; aged 15_19 years) per 1,000 women in that age group","3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)",3.8.2 - Proportion of population with large household expenditures on health as a share of total household expenditure or income,3.9.1 - Mortality rate attributed to household and ambient air pollution,"3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",3.9.3 - Mortality rate attributed to unintentional poisoning,3.a.1 - Age-standardized prevalence of current tobacco use among persons aged 15 years and older,3.b.1 - Proportion of the target population covered by all vaccines included in their national programme,3.b.2 - Total net official development assistance to medical research and basic health sector,3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,3.c.1 - Health worker density and distribution,3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness
259883,Tender,development multistakeholder platform knowledge sharing access solution innovative medicine ncds make growing share health burden lmics however new breakthrough treatment often reach population developing world company use various strategy charitable donation discount free treatment program differential pricing etc overcome access hurdle evidence reference best combination measure sustainable implementation framework allowing manufacturer recoup investment time maximizing reach important innovation allowing many patient possible benefit initial scope purpose multistakeholder platform knowledge sharing access solution innovative medicine henceforth platform develop share knowledge tool smarter decision making access strategy patented medicine ncds collaborative approach platform leverage pharmaceutical industry capacity developing innovative access solution world bank role strategic long term partner developing country convening power create reference policy implementation framework decisionmaking tool maximizing reach new treatment population typically would access patented medicine ultimately driving uptake voluntary access strategy developing country platform work structured along four activity activity document lesson learned success factor existing medicine access program activity cocreate new evidence smarter decision making lmics context using using modeling exercise good practice access strategy developed different type medicine hypothetical molecule different market activity iii develop compendium good practice access strategy activity support dissemination use result world bank hiring consulting firm support platform activity iii specifically consultant conduct review existing access program conceptualize develop run modeling exercise iii prepare compendium good practice access strategy consultant work closely member platform world bank conducting work result stage final compendium good practice validated platform member expected engagement last year response eoi shall exceed four page shall demonstrate firm inhouse international health public policy technical expertise operational experience across multiple country region good understanding pharmaceutical sector good understanding barrier access medicine lmics familiarity mechanismsstrategies reduce financial cost innovative patentednongeneric medicine well address barrier access regulatory logistics etc experience facilitating multistakeholder engagement,3.b.2 - Total net official development assistance to medical research and basic health sector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11745,Grant,development precision medicine technology business research technology organisation apply share million develop precision medicine technology innovate invest million innovation project support development precision medicine technology application feasibility study industrial research experimental development project feasibility project last month total project cost fund singlecompany sme project collaborative project led sme research experimental development project last month total project cost million million fund project led business research technology organisation collaborative project collaboration must include least one grantclaiming partner nh organisation another healthcare provider business catapult research technology organisation research base thirdsector organisation project must show improvement competitiveness productivity least one sme involved project project need led sme must explain clearly proposed technology advance precision medicine encourage application provide evidence engagement regional precision medicine centre expertise across,3.b.2 - Total net official development assistance to medical research and basic health sector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
281893,Tender,provision service modernize training agent primary health center communitybased health nutrition agent country madagascar project improving nutrition outcome using multiphase programmatic approach grant vida background madagascar fourth highest chronic malnutrition rate world fortyseven percent stunting among child five cause malnutrition madagascar include demandside barrier poor knowledge nutrition food insecurity unhealthy environment lack access clean water proper sanitation inadequate care feeding practice woman child persist part low coverage communitybased maternal child health nutrition service recognizing cost undernutrition human development government madagascar gom recently revised national nutrition community plan nncp iii expanding framework include multisectoral action focusing intervention period conception two year age nncp iii aligned global evidence stunting reduced scaling package nutrition intervention focused first day gom demonstrated strong commitment scale priority nutrition intervention identified nncp primary health care community nutrition service madagascar intervention delivered ministry health moh community nutrition national program unit upnnc operational branch national nutrition office onn government madagascar starting new operation joint implementation moh onn improve health nutrition outcome targeted region strengthening communitybased primary health nutrition service essential component new operation recent sdi showed current capacity provider deliver minimum package service weak therefore project modernize improve training primary care community worker training approach consist initial preservice training followed series regular inservicerefresher training coupled intensive supervision coaching training approach balance classroom learning fieldbased training interactive learning technologydigital tool improve quality training specific objective phased approach project rollout starting four region year offer opportunity use technical assistance ensure capacity transfer moh upnnc training team first year strengthen training system remaining year project include training need assessment development focused training approach technical assistance improve management quality capacity building activity aim technical assistance establish training capacity development need project implementers communitybased health nutrition worker primary health care provider design training approach including recommended number length training sequencing material followup undertake review available training material needed implement project based finding trainingcapacity development assessment developadapt training material meet identified capacity development need strengthen skill training team moh upnnc effectively manage training continuing education frontline worker scope work existing training subcommittee program comprised expert moh onn upnnc lead work ensure technical quality validate alignment product developed firm national policy plan norm consultancy assignment include following task task inception report review relevant document report obtain understanding assignment reviewing document provide basis undertaking assignment activity task include review available project document including project appraisal document pad project implementation manual pim provided available documentation prior study report relate project inception report demonstrate clear complete understanding objective assignment scope task provide review current situation describe key task proposed methodology activity schedule deployment consultant staff reporting review procedure schedule deliverable task training need assessment supervision training subcommittee consultant carry assessment capacity training need implementers facility community level determine knowledge skill attitude practice required meet capacity development successful implementation project assess capacity gap determine training required develop skill provide series option delivering training level estimated cost consultant organise training subcommittee workshop validate methodology data collection tool identification training need training subcommittee supervise consultant work data collection analysis final report also detail necessary input build capacity moh onnupnnc team conduct quality assessment training minimum pre posttests supervise delivery training provide feedback support facilitycommunitylevel training workshop report result identification training need primarily first four project intervention region organized ensure stakeholder ownership result evaluation task developing training approach material supervision training subcommittee consultant review training material currently exist within health nutrition sector source identify gap task develop appropriate content material approach needed meet required skill training approach include training trainer manual initial refresher training material training schedule training evaluation material identified needed capacity development classroom learning fieldbased training interactive learning technologydigital tool draft report submitted review subcommittee input incorporated finalization technical team moh onnupnnc ensure proposed material acceptable quality technical content aligned national policy task consultancy completion report preparation submission consultancy completion report successful finishing point report include background key task done methodology used description deliverable report submitted others draft report submitted training subcommittee reviewing incorporation input finalization deliverable inception report report summarizing result training need assessment implementers community front line level training delivery option level inclusive costbenefit analysis content training undertaken level training approach relevant material module including training trainer manual initial refresher training material training schedule training evaluation material identified needed capacity development classroom learning fieldbased training interactive learning technologydigital tool consultancy completion report profile firm expertise training mission carried nongovernmental company organization usually engaged organizing assessing training capacity building program must relevant experience training need assessment developing training course development manual tool including using tablet must carried last year least three similar mission firm must proven track record applying evaluation planning method training capacity building health human resource preferably health nutrition community health monitoring evaluation firm must demonstrate indepth training social field health nutrition human resource management good knowledge health system developing country least three year experience trainer facilitator evaluator capacity building need good knowledge health nutrition sector good use tool ibf tool training programming demonstrated experience working french experience firm multisectoral capacity building would advantage assignment title technical assistance modernize training agent primary health center communitybased health nutrition agent madagascar republic madagascar received financing world bank toward cost improving nutrition outcome using multiphase programmatic approach intends apply part proceeds consulting service specific objective technical assistance establish training capacity development need project implementers recommend training delivery option content training level review available training material needed implement project developadapt training material meet identified need design training approach including recommended number length training sequencing material manual followup evaluation tabletbased tool strengthen skill training team ministry public health moh unitprogramme national nutrition communautaire upnnc effectively manage training continuing education frontline worker assignment expected take week including inception period detailed term reference tor assignment attached request expression interest upnnc invite eligible consulting firm consultant indicate interest providing service interested consultant provide information demonstrating required qualification relevant experience perform service selecting criterion firm extensive experience training need assessment designing training course developing manual training material including tabletbased tool firm minimum year experience three health nutrition training appropriate skillsexperience consultant include community health nutrition training monitoring evaluation attention interested consultant drawn section iii paragraph world bank procurement regulation ipf borrower july procurement regulation setting forth world bank policy conflict interest consultant may associate firm enhance qualification indicate clearly whether association form joint venture andor subconsultancy case joint venture partner joint venture shall jointly severally liable entire contract selected consultant selected accordance consultant qualificationbased selection method set procurement regulation,"3.c.1 - Health worker density and distribution|3.1.2 - Proportion of births attended by skilled health personnel|3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
929,Open Opp,development alzheimers drug overview alzheimers disease one common ageassociated disease aging population worldwide disorder predicted reach epidemic proportion enormous human economic burden year avert public health crisis effective therapy prevent slow progression treat cognitive behavioral symptom urgently needed recent advance understanding neurobiology offer unprecedented opportunity discover new treatment however despite scientific advance development effective therapy challenging evidenced recent string disappointing clinical trial consequently failure translate scientific advance new therapy coupled increased expenditure largely dampened enthusiasm drug development leaving little hope million patient family catalyze drug development nia reissuing funding opportunity announcement foa alzheimers drug development program addp offer researcher funding drug development activity conducted laboratory collaboration contract research organization cro specialize various drug development activity including medicinal chemistry pharmacokinetics absorption distribution metabolism excretion toxicology admet formulation development efficacy animal model chemical synthesis good manufacturing practice gmp investigational new drug ind enabling safetytoxicology initial phase clinical testing scope overarching goal addp development broad range therapeutic agent including small molecule natural product biologics broadly include therapeutic modality peptide protein oligonucleotides gene cell therapy program designed support research basic mechanism disease development biomarkers device nonpharmacological intervention exercise diet cognitive training repurposed drug combination therapy activity high throughput screening project enter addp either early stage optimize agent potency druglike property specificity pharmacological property admet property undergo investigational new drug indenabling safety toxicology late stage advance development candidate indenabling toxicology study initial phase clinical testing applicant encouraged contact nia scientificresearch staff regarding suitability project addp clarify entry stage appropriate project award information funding instrument cooperative agreement support mechanism used substantial federal scientific programmatic involvement substantial involvement mean award nih scientific program staff assist guide coordinate participate project activity application type allowed new resubmission revision oer glossary application guide provide detail application type clinical trial optional accepting application either propose propose clinical trial need help determining whether clinical trial fund available anticipated number award number award contingent upon nih appropriation submission sufficient number meritorious application award budget application budget limited direct cost per year need reflect actual need proposed project award project period early stage project project period limited five year late stage project project period limited three year eligible applicant eligible organization higher education institution publicstate controlled institution higher education private institution higher education following type higher education institution always encouraged apply nih support public private institution higher education hispanicserving institution historically black college university hbcus tribally controlled college university tccus alaska native native hawaiian serving institution asian american native american pacific islander serving institution aanapisis nonprofit institution higher education nonprofit irs status institution higher education nonprofit without irs status institution higher education forprofit organization small business forprofit organization small business government state government county government city township government special district government indiannative american tribal government federally recognized indiannative american tribal government federally recognized eligible agency federal government territory possession independent school district public housing authoritiesindian housing authority native american tribal organization federally recognized tribal government faithbased communitybased organization regional organization nondomestic nonus entity foreign institution foreign institution nondomestic nonus entity foreign institution eligible apply nondomestic nonus component organization eligible apply foreign component defined nih grant policy statement allowed,3.b.2 - Total net official development assistance to medical research and basic health sector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
262933,Tender,redevelopment memorial hospital description australian government represented department foreign affair trade working partnership government papua new guinea redevelop angau memorial hospital lae papua new guinea project key investment within australia development cooperation program papua new guinea angau memorial hospital provides critical health service city lae well broader momase region project involve progressive redevelopment existing health service infrastructure angau hospital including demolition existing structure refurbishment extant building construction new facility procurement equipment installation furniture fixture equipment operational clinical commissioning revitalised facility condition participation tenderer must time lodging tender satisfy condition participation follows tenderer must currently subject court proceeding debt recovery bankruptcy insolvency breach contract tenderer proposed subcontractor must subject adverse court tribunal decision order including decision appeal breach workplace relation law work health safety law worker compensation law tenderer subject tenderer must fully complied fully complying court tribunal decision order iii tenderer must currently subject formal informal investigation temporary suspension world bank similar donor development funding may lead becoming listed world bank list relevant list defined clause tenderer must nonindividual legal entity firm trust corporation tenderer must precluded tendering australian government funded work specifically excluded participating tender process additional condition participation specified tender particular estimated value aud,3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis|3.b.2 - Total net official development assistance to medical research and basic health sector,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13762,Grant,advance understanding vaccine regimen immune response sustainably suppress virus human immunodeficiency virus hivinfected individual purpose funding opportunity announcement foa solicits application advance understanding vaccine regimen immune response sustainably suppress virus hivinfected individual foa support small multiarm comparative clinical trial designed identify correlation level induced immune response hiv virologic control vaccine may combined adjuvant andor modifier immune response hiv background hivinfected person currently require lifelong treatment combination antiretroviral therapy cart development therapeutic vaccine induce hivcontrolling immune response could end need lifelong treatment however proven exceptionally difficult induce protective immune response using vaccination strategy despite number clinical trial effective product developed substantial evidence suggests immune response reduce viral load hivinfected person individual naturally suppress low level without cart elite controller often produce cell response recognizing specific hiv peptide individual maintain low cart withdrawn cell natural killer cell posttreatment controller display enhanced functional activity finally infected individual develop broadly neutralizing hivspecific antibody bnab exhibit antiviral activity cloned manufactured administered passively infected person together observation suggest hiv susceptible vaccinationinduced immunemediated control however robust correlate immunemediated control hivinfected person yet identified sizable gap knowledge effective mechanism suppressing hiv sustainably maintain protective response chronic inflammation immune dysregulation persist hivinfected person despite suppression cart condition variety effect immunity may interfere vaccine responsiveness one prominent aspect dysregulation cell exhaustion characterized phenotypically upregulated expression cell checkpoint receptor like experimental model hiv infection human cancer patient therapeutic blockade checkpoint pathway increase andor broaden cell response thus therapeutic vaccine strategy hiv may benefit coadministration immunomodulatory antiinflammatory agent antagonize suppressive checkpoint inflammatory pathway rebound follows withdrawal cart thought result activation hiv reservoir comprised latently infected cell containing integrated hiv dna latently infected cell may invisible immune system express sufficient level hiv antigen may possible expose quiescent reservoir use latency reversing agent hdac inhibitor pkc agonist tlr agonist however reservoir may reside within sanctuary inaccessible cytotoxic cell thus therapeutic vaccine strategy targeting hiv reservoir may benefit coadministration agent induce expression hiv antigen andor disrupt capacity hiv hide within sanctuary site perhaps largest challenge therapeutic vaccine strategy capacity hiv escape immune response dominant cell response elicited acute hiv infection typically target region virus mutate without substantially diminishing viral fitness hiv reservoir patient cart replete provirus harboring mutation escaped dominant cell response thus therapeutic vaccine strategy may need overcome robust priming dominant ineffective response perhaps targeting conserved region hiv unable mutate without compromising viral fitness hiv also escape cell response making difficult antibody bind neutralize envelope glycoprotein nevertheless individual produce measurable titer bnab recognize many hiv variant researcher designing set immunogen engineered guide novo maturation bnabproducing cell primarily designed preventive hiv vaccine construct may useful therapeutic setting well nonneutralizing antibody also appear protect hiv acquisition perhaps via antibodydependent cellmediated cytotoxicity phagocytosis thus induction administration hivspecific antibody may important component hiv therapeutic vaccine strategy research objective scope goal foa support research advance understanding vaccine regimen immune response sustainably suppress virus hivinfected person specifically support hypothesisdriven mechanistic study utilizing small comparative multiarm clinical trial vaccination approach aim sustainably elicit boost andor activate hivspecific cell cell antibody effector mechanism responsive foa approach aim elicit combination protective mechanism foa support primary trial followon trial designed confirm observed correlation specific immune response virologic control optimize response goal incrementally develop effective therapeutic vaccination strategy increasing understanding protective response working iteratively improve potency response target population hivinfected person virologically suppressed cart accordingly proposed readout assay must able quantify effect therapeutic intervention measure persistent virus population lowlevel viremia cellassociated hiv rna use novel immune virologic assay encouraged use functional assay viral inhibitionsuppression assay extensive characterization response pre postvaccination proposed intervention must include vaccine perhaps combination adjuvant andor modifier immune response hiv ensure timely initiation study applicant strongly encouraged use agent already approved human use agent ready tested clinical trial first trial must open enrollment within month award conducted clinical research site located within united state specific area interest vaccination strategy designed harness hivspecific cell cell cell effector function elicit novo hivspecific response broaden existing hivspecific response comparison vaccine vector hiv immunogen construct vaccine adjuvant vaccine adjunct dosage order timing treatment combination vaccine immunomodulators antiinflammatory agent latencyreversing agent sanctuarydisrupting agent hivspecific monoclonal antibody endpoint based correlation measure immunity virologic criterion novel therapeutic vaccination approach application including following type research considered nonresponsive reviewed animal model hiv infection vaccine strategy primarily aim boost dominant existing response comparison single treatment arm versus placebo arm treatment interruption mean evaluate virologic control treatment interruption permitted primary measure virologic response clinical trial conducted outside clinical trial regulatory support clinical trial planning activity first trial must completed time application submission first trial must open enrollment within month receiving award foa support clinical trial planning activity first trial development study design identification collaborator enrollment site development clinical protocol informed consent development statistical analysis plan development data management plan development investigator brochure foa support clinical trial planning activity second trial development clinical protocol informed consent development statistical analysis plan development data management plan development investigator brochure foa may support activity related conduct clinical trial including limited regulatory activity support implementation trial training study personnel related conduct trial enrollment recruitment study subject data collection management quality control laboratory work data analysis study management oversight establishment committee manage trial implementation activity preparation final study report related postenrollment activity site monitoring niaid reserve right specify whether ind investigational new drugide investigational device exemption application submitted appropriate regulatory agency entity niaid primary awardee etc hold indide requirement establishment dsmb data safety monitoring boardsmc safety monitoring committee case expected niaid hold indide applicant review niaid clinical term award associated guidance document policy procedure made term award daids clinical research policy standard procedure document describe requirement daidsfunded clinical research investigator also referred niaids clinical research toolkit website milestone delineation milestone key characteristic clinical trial award made announcement milestone defined scheduled event project timeline signifying completion major project stage activity milestone commensurate opening enrollment within month award start date completing clinical trial within period award incorporated term award funding provided first trial funding second trial contingent upon result first trial meeting criterion warrant additional trial aimed strengthening focusing relevant immune response niaid may negotiate fund period performance based lack achievement milestone requested niaid scientific advisory board established applicant approved niaid staff convened review progress provide applicant evaluation advice recommendation concerning ongoing planned research activity,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations|3.b.2 - Total net official development assistance to medical research and basic health sector|3.b.1 - Proportion of the target population covered by all vaccines included in their national programme",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
226768,Contract,cardiovascular respiratory effect water pipe smoking,"3.a.1 - Age-standardized prevalence of current tobacco use among persons aged 15 years and older|3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283135,Tender,provision mobile medical unit government saint christopher nevis hereinafter referred recipient received grant two hundred million japanese yen jpy government japan according exchange note government september concerning japan grant aid economic social development programme aiming contributing promotion economic social development recipient japan international cooperation system hereinafter referred jics act procurement agent behalf recipient purchase product hereinafter referred product service grant scope supply covered tender hereinafter referred supply consists following procurement product installation setup service operation maintenance training service firm company interested supplying product andor service download form expression interest hereinafter referred eoi jicss website provide jics email drenpgpnjicsorjp deadline japan standard time jst march,3.b.2 - Total net official development assistance to medical research and basic health sector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221256,Contract,improving diabetes care,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92304,News,top organization working womens right issue primer,"3.7.1 - Proportion of women of reproductive age (aged 15_49 years) who have their need for family planning satisfied with modern methods|3.7.2 - Adolescent birth rate (aged 10_14 years; aged 15_19 years) per 1,000 women in that age group|3.1.1 - Maternal mortality ratio|3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
92444,News,strategy make year action,"3.3.2 - Tuberculosis incidence per 100,000 population",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91395,News,ilo pressure limit relationship big tobacco,3.a.1 - Age-standardized prevalence of current tobacco use among persons aged 15 years and older,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232518,Contract,support emergency response population affected lassa fever,3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness|3.3.5 - Number of people requiring interventions against neglected tropical diseases,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,Open Opp,planning grant pragmatic research healthcare setting improve diabetes obesity prevention care diabetes common chronic disease imposes considerable demand individual well healthcare system people diabetes higher rate cardiovascular disease without diabetes increased risk kidney failure lower limb amputation blindness obesity significant risk factor type diabetes prevalence obesity child adult united state dramatically increased past four decade overweight obesity andor excessive weight gain pregnancy also contributing rising rate gestational diabetes mellitus gdm turn increase risk future type diabetes mother child type type diabetes youth rise aging also risk factor type diabetes one four nursing home patient diabetes although diabetes occurs population many minority racial ethnic group individual low education income higher risk diabetes complication diabetes currently affect estimated million people united state another million american aged year older estimated prediabetes cdc estimate one three american child born develop diabetes point life estimated current annual cost diabetes billion dollar per year billion direct medical cost remainder related reduced productivity large clinical trial clearly demonstrate glycemic control cardiovascular risk factor modification reduce risk complication type type diabetes although considerable improvement diabetes treatment option riskfactor control past three decade research demonstrates many individual diabetes youth adult meet recommended goal diabetes care particular concern youth type diabetes frequently poor glycemic control also high rate comorbidities hypertension microalbuminuria dyslipidemia early course disease putting high risk developing cardiovascular complication prime life addition emerging adult type type diabetes may particularly vulnerable poor control diabetes cvd risk factor transition pediatric adult care system woman diagnosed gdm represent another important vulnerable group responsibility newborn may interfere obtaining appropriate postpartum screening care prevent development type diabetes need test innovative practical approach close gap care including system policy clinic provider patientlevel intervention improve care outcome patient diabetes also well established behavioral lifestyle intervention modest weight loss prevent delay development type diabetes individual high risk disorder individual already type diabetes decrease sleep apnea reduce need diabetes medication help maintain physical mobility improve quality life although intensive lifestyle intervention delivered trained interventionists highly motivated participant lead clinically meaningful weight loss need develop test approach weight loss andor weight management implementable sustainable primary care setting applicable diverse population governmental nongovernmental organization proposed prevention intervention strategy carried setting adult center medicare medicaid service child american academy pediatrics however strategy widely tested feasibility effectiveness routine clinical care foa seek research develop pilot test effectiveness implementable potentially scalable sustainable strategy healthcare delivery prevent type diabetes atrisk individual improve care individual type type diabetes reduce associated longterm complication test effectiveness obesity prevention treatment strategy implemented healthcare setting individual receive routine medical care pilot focused improving engagement recruitment retention low income andor diverse population disproportionate risk diabetes obesity diabetes related complication also encouraged goal pilot study show promising result data used support fullscale trial focused improving routine healthcare practice informing healthcare policy prevention management diabetes obesity funding announcement strongly encourages application pilot test pragmatic research design pragmatic research evaluates effectiveness intervention therapeutic approach research designed maximize applicability trial result healthcare setting individual receive routine medical care therefore research make use staff resource facility healthcare setting routine care provided outpatient setting pharmacy service nursing facility etc proposed intervention primarily rely research staff implementation well integrated healthcare system healthcare setting simply used venue recruitment support practicality intervention effective approach tested routine condition greater potential adopted similar healthcare provider system obesity prevention treatment strategy likely effective primary care setting may require differing approach resource useful diabetes care linkage trained interventionists program outside clinical practice however goal testing pragmatic approach well integrated routine care similar study focused diabetes andor obesity prevention treatment application may include approach focused patient provider healthcare team andor healthcare system pilot study focus provider may target physician well nonphysician healthcare professional staff within healthcare system studied obesity prevention treatment may include linkage provider program outside clinical setting area research focus potential generalize setting type payment clinical practice situation research focused older population include testing approach within nursing facility setting routine healthcare delivery trial include community resource augment healthcare designed community resource sustainable wellintegrated healthcare delivery application involving community resource create resource rather utilize existing community resource broadly available community referral community program provider outside clinical setting healthcare system staff adequate linkage application include referral partnership community program also evidence community program policy directly linked healthcare delivery regular communication patient progress outcome application study factor assist determination sustainability acceptability feasibility widespread implementation research foa determine approach tested achieves clinically meaningfully objective selfreported diabetes obesityrelated primary endpoint hbac weightbmi change diabetes risk factor control hospitalization visit healthcare utilization healthcare cost one multiple measured endpoint outcome cannot sole primary endpoint measured selfreported outcome acceptable primary endpoint selfreported outcome encouraged secondary outcome mediates improved process care change patient provider behavior patientreported outcome adoption new model care also example important measure used included mediator primary diabetes obesityrelated endpoint example prevention treatment approach tested include limited study new innovative model healthcare delivery shared medical appointmentgroup visit team care approach care coordination pharmacypharmacist based initiative incorporation lay health worker care process approach enhance shared decision making use ehealth mhealth health information technology study improve diabetes risk factor control manage comorbid condition lead poorer diabetes management increased risk complication example detection prevention treatment diabetes woman history gestational diabetes improving glucose cvd risk factor management youth young adult diabetes smoking cessation reduce risk complication high risk patient treating depression diabetes distress patient poorly controlled diabetes study incentive improve obesity diabetes prevention treatment example include physician incentive follow clinical care guideline provide weight loss therapyintervention achieve target clinical outcome enrolled patient panel andor patient incentive adhere prescribed medication follow prevention treatment recommendation study enhance uptake delivery diabetes selfmanagement education support dsmes dsmes approach tested evidencebased designed assist people diabetes acquire knowledge behavioral psychosocial skill needed improve diabetes related riskfactor control study approach improve patient adherence medical recommendation order promote weight loss improve glycemic control study could focus medication regimen selfcare activity blood glucose monitoring effort achieve weight loss weight gain prevention intervention could target patient including family caregiver healthcare provider including limited physician aspect healthcare system patient provider portal pharmacy resource lay health worker redesign workflow physician office improve screening initial counseling followup patient diabetes risk diabetes enhance adherence guideline promote weight loss improve glycemic control study test effectiveness implementing recommended strategy prevention plus obesity prevention treatment child adolescent within primary care setting study test strategy integrating nonprimary care provider delivered weight management lifestyle intervention delivered remotely coach lowcost commercial weight loss program primary healthcare delivery including bidirectional communication relevant information improve patient outcome study improve management diabetes older adult mitigating hyper hypoglycemia older adult nursing facility facilitating diabetes management older adult cognitive impairment streamlining diabetes care older adult multimorbidities study mitigate diabetes obesity disparity improving diagnosis prevention management diabetes lowincome andor diverse population disproportionate risk diabetes obesity diabetes related complication pragmatic trial also use strategy improve engagement recruitment retention population disproportionate risk diabetes obesity study assess address social behavioral factor electronic health record system link health determinant primary healthcare delivery obesity diabetes prevention treatment program recommendation purpose foa improve care health outcome individual diabetes risk diabetes andor risk overweight obesity improving healthcare delivery intervention testing new unapproved drug intervention designed placebo comparison appropriate foa pilot feasibility study designed one two distinct clinical research center appropriate announcement purpose foa clinical research center may encompass one physical location pilot trial conducted study participant recruited andor intervened upon andor outcome assessed single protocol long location overall direction single investigator multicenter pilot feasibility trial appropriate announcement defined include three clinical research center recruitment intervention delivery participant assessment occur direction investigator three separate research center responsible overall conduct center performance data coordinating center likely rare pilot feasibility trial considered clinical research center included application pilot feasibility trial requiring three center submitted response niddk multicenter clinical study implementation planning cooperative agreement niddk multicenter clinical study cooperative agreement foas foas allow multicenter study award information funding instrument grant support mechanism providing money property eligible entity carry approved project activity application type allowed new resubmission oer glossary application guide provide detail application type clinical trial required accepting application propose clinical trial need help determining whether clinical trial fund available anticipated number award number award contingent upon nih appropriation submission sufficient number meritorious application award budget budget limited direct cost per year award project period maximum project period two year eligible applicant eligible organization higher education institution publicstate controlled institution higher education private institution higher education following type higher education institution always encouraged apply nih support public private institution higher education hispanicserving institution historically black college university hbcus tribally controlled college university tccus alaska native native hawaiian serving institution asian american native american pacific islander serving institution aanapisis nonprofit institution higher education nonprofit irs status institution higher education nonprofit without irs status institution higher education forprofit organization small business forprofit organization small business government state government county government city township government special district government indiannative american tribal government federally recognized indiannative american tribal government federally recognized eligible agency federal government territory possession independent school district public housing authoritiesindian housing authority native american tribal organization federally recognized tribal government faithbased communitybased organization regional organization foreign institution nondomestic nonus entity foreign institution eligible apply nondomestic nonus component organization eligible apply foreign component defined nih grant policy statement allowed,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease|3.b.2 - Total net official development assistance to medical research and basic health sector",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
